路径ID,路径描述,间接效应均值,间接效应HDI下限,间接效应HDI上限,间接效应标准差,直接效应均值,直接效应HDI下限,直接效应HDI上限,直接效应标准差,总效应均值,总效应HDI下限,总效应HDI上限,总效应标准差,中介比例,中介比例百分比,主要影响类型,影响强度,间接效应方向,直接效应方向,中介类型,显著性概率,是否显著,正向效应概率,负向效应概率,结论
68,检验_中性粒细胞数量 → 药物_苯磺酸氨氯地平片 → 疾病_高血压,-0.0304,-0.0586,-0.0034,0.0152,-0.0327,-0.1317,0.0757,0.0552,-0.0631,-0.1651,0.0452,0.0569,-0.1941,-19.4,直接影响,强,负向中介,负向直接效应,弱中介,0.9895,是,0.0105,0.9895,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为-19.4%。
69,药物_螺内酯片 → 药物_酒石酸美托洛尔片 → 药物_富马酸比索洛尔片,-0.0397,-0.0845,0.0039,0.0241,0.0345,-0.0887,0.1502,0.0649,-0.0052,-0.1132,0.1109,0.0605,0.6806,68.1,间接影响（中介效应）,强,负向中介,正向直接效应,部分中介,0.962,是,0.038,0.962,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为68.1%。
70,药物_螺内酯片 → 药物_酒石酸美托洛尔片 → 药物_硝苯地平缓释片,0.0782,0.0288,0.1258,0.0258,-0.1291,-0.2451,-0.014,0.0623,-0.0509,-0.1632,0.0565,0.0583,-1.7113,-171.1,直接影响,强,正向中介,负向直接效应,完全中介,0.9995,是,0.9995,0.0005,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-171.1%。
71,检验_氯 → 检验_钠 → 药物_重组人促红素注射液,0.1187,0.0627,0.1753,0.0305,0.2495,0.1228,0.348,0.0596,0.3682,0.2645,0.4634,0.0546,0.3287,32.9,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为32.9%。
72,检验_氯 → 检验_钠 → 检验_淋巴细胞比率,0.1002,0.0429,0.1556,0.0304,0.1967,0.0727,0.309,0.0634,0.2969,0.1929,0.4048,0.0569,0.3503,35.0,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为35.0%。
73,检验_氯 → 检验_钠 → 检验_葡萄糖,0.122,0.0628,0.1842,0.0329,-0.0549,-0.1761,0.066,0.0646,0.0672,-0.037,0.181,0.058,3.4496,345.0,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为345.0%。
74,检验_氯 → 药物_单硝酸异山梨酯缓释片 → 药物_裸花紫珠分散片,0.0532,0.0181,0.0883,0.0191,-0.0872,-0.196,0.0217,0.0589,-0.034,-0.1541,0.0633,0.0591,-2.8829,-288.3,直接影响,强,正向中介,负向直接效应,完全中介,0.9995,是,0.9995,0.0005,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-288.3%。
75,药物_重组人促红素注射液 → 疾病_尿毒症 → 检验_胆碱酯酶,0.2436,0.0306,0.4426,0.1093,0.2251,0.0152,0.463,0.1196,0.4687,0.3797,0.5653,0.0505,0.5256,52.6,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,0.985,是,0.985,0.015,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为52.6%。
76,药物_重组人促红素注射液 → 疾病_尿毒症 → 检验_谷丙转氨酶,0.2249,0.0041,0.4316,0.1142,0.2186,-0.0209,0.4398,0.123,0.4434,0.3402,0.5378,0.053,0.5127,51.3,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,0.977,是,0.977,0.023,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为51.3%。
77,药物_重组人促红素注射液 → 疾病_尿毒症 → 疾病_高血压,-0.3304,-0.567,-0.1093,0.1228,0.1375,-0.1204,0.3838,0.1352,-0.1929,-0.3019,-0.0899,0.0566,1.9069,190.7,间接影响（中介效应）,强,负向中介,正向直接效应,完全中介,0.9965,是,0.0035,0.9965,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为190.7%。
78,药物_重组人促红素注射液 → 疾病_尿毒症 → 检验_淋巴细胞数量,0.2074,-0.0094,0.4356,0.1188,0.1648,-0.073,0.4052,0.1278,0.3721,0.2698,0.4721,0.053,0.5672,56.7,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,0.958,是,0.958,0.042,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为56.7%。
79,药物_重组人促红素注射液 → 疾病_尿毒症 → 检验_肌酐,0.1985,-0.0218,0.4183,0.1195,0.1401,-0.0982,0.4076,0.1324,0.3386,0.2343,0.4368,0.0542,0.6037,60.4,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,0.9545,是,0.9545,0.0455,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为60.4%。
80,药物_重组人促红素注射液 → 疾病_尿毒症 → 检验_红细胞平均体积,0.3775,0.156,0.6095,0.1206,-0.0762,-0.3266,0.1728,0.1323,0.3013,0.1947,0.4076,0.056,1.3017,130.2,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,0.9995,是,0.9995,0.0005,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为130.2%。
81,药物_重组人促红素注射液 → 检验_磷 → 药物_碳酸钙片,0.0553,0.0096,0.1047,0.0255,0.0689,-0.0434,0.1955,0.0624,0.1242,0.0183,0.2357,0.0576,0.6876,68.8,直接影响,强,正向中介,正向直接效应,部分中介,0.9915,是,0.9915,0.0085,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为68.8%。
82,药物_重组人促红素注射液 → 检验_钠 → 检验_淋巴细胞比率,0.103,0.0519,0.1523,0.0269,0.0951,-0.0131,0.2205,0.0617,0.1981,0.0906,0.3102,0.0588,0.5605,56.0,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为56.0%。
83,药物_重组人促红素注射液 → 检验_钠 → 检验_葡萄糖,0.0709,0.0299,0.1208,0.0246,0.1351,0.0165,0.2472,0.0624,0.206,0.1025,0.3191,0.0586,0.3702,37.0,直接影响,强,正向中介,正向直接效应,部分中介,0.999,是,0.999,0.001,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为37.0%。
84,药物_重组人促红素注射液 → 检验_钠 → 检验_氯,0.139,0.0854,0.1924,0.0288,0.2298,0.1271,0.3322,0.0547,0.3688,0.2584,0.4627,0.0537,0.3827,38.3,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为38.3%。
85,药物_重组人促红素注射液 → 检验_谷丙转氨酶 → 检验_谷草转氨酶,0.1223,0.0672,0.1804,0.0302,0.1496,0.0342,0.2633,0.061,0.2719,0.1622,0.369,0.0561,0.4702,47.0,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为47.0%。
86,药物_重组人促红素注射液 → 检验_谷丙转氨酶 → 检验_谷草/谷丙,0.1208,0.0571,0.1786,0.0323,-0.0349,-0.1474,0.0858,0.0635,0.086,-0.0159,0.2002,0.0581,1.3182,131.8,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为131.8%。
87,药物_重组人促红素注射液 → 检验_谷丙转氨酶 → 疾病_肺恶性肿瘤,0.0928,0.0362,0.1484,0.0303,-0.1493,-0.2666,-0.0309,0.064,-0.0565,-0.1641,0.0509,0.0575,-0.4409,-44.1,直接影响,强,正向中介,负向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-44.1%。
88,疾病_冠状动脉粥样硬化性心脏病 → 药物_盐酸曲美他嗪片 → 药物_硫酸氢氯吡格雷片,0.1888,0.1303,0.2528,0.0326,0.1667,0.0673,0.2714,0.0548,0.3555,0.2552,0.4622,0.0553,0.5405,54.1,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为54.1%。
89,疾病_冠状动脉粥样硬化性心脏病 → 药物_盐酸曲美他嗪片 → 疾病_低蛋白血症,0.1283,0.0781,0.1843,0.0285,0.1308,0.0242,0.245,0.0594,0.259,0.1585,0.3707,0.0569,0.5201,52.0,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为52.0%。
90,疾病_冠状动脉粥样硬化性心脏病 → 药物_盐酸曲美他嗪片 → 药物_阿卡波糖片,0.1223,0.0623,0.1728,0.0292,0.1325,0.0238,0.252,0.061,0.2548,0.1491,0.359,0.0575,0.5043,50.4,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为50.4%。
91,疾病_冠状动脉粥样硬化性心脏病 → 药物_盐酸曲美他嗪片 → 疾病_陈旧性脑梗死,0.1721,0.1127,0.2361,0.0331,0.142,0.0391,0.254,0.0563,0.3141,0.207,0.4191,0.0561,0.5614,56.1,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为56.1%。
92,疾病_冠状动脉粥样硬化性心脏病 → 疾病_不稳定性心绞痛 → 疾病_心功能,0.1442,0.0897,0.2019,0.0301,0.1336,0.0234,0.2358,0.0575,0.2778,0.1707,0.3713,0.0543,0.5382,53.8,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为53.8%。
93,疾病_冠状动脉粥样硬化性心脏病 → 疾病_不稳定性心绞痛 → 疾病_反流性食管炎,0.115,0.0597,0.1686,0.0294,0.0711,-0.0398,0.1914,0.0614,0.1861,0.0768,0.2936,0.0577,0.6952,69.5,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为69.5%。
94,疾病_冠状动脉粥样硬化性心脏病 → 疾病_不稳定性心绞痛 → 药物_盐酸曲美他嗪片,0.1828,0.1245,0.2404,0.0317,0.231,0.1392,0.3328,0.0517,0.4138,0.3156,0.508,0.0515,0.4458,44.6,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为44.6%。
95,疾病_冠状动脉粥样硬化性心脏病 → 药物_单硝酸异山梨酯片 → 疾病_类风湿性关节炎,0.1232,0.0711,0.1802,0.0291,-0.0165,-0.1365,0.0968,0.0619,0.1067,-0.0007,0.2207,0.0588,0.5867,58.7,间接影响（中介效应）,强,正向中介,负向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为58.7%。
96,疾病_冠状动脉粥样硬化性心脏病 → 药物_阿托伐他汀钙片 → 药物_硫酸氢氯吡格雷片,0.0442,0.0132,0.075,0.0169,0.3122,0.2145,0.4221,0.0545,0.3564,0.2585,0.4617,0.0541,0.1262,12.6,直接影响,强,正向中介,正向直接效应,弱中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为12.6%。
97,疾病_冠状动脉粥样硬化性心脏病 → 药物_阿托伐他汀钙片 → 疾病_心律失常,-0.0176,-0.0423,0.0079,0.0134,0.1435,0.0255,0.2529,0.0599,0.1259,0.0184,0.2333,0.058,-0.258,-25.8,直接影响,强,负向中介,正向直接效应,部分中介,0.922,否,0.078,0.922,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为-25.8%。
98,疾病_冠状动脉粥样硬化性心脏病 → 疾病_尿毒症 → 检验_胆碱酯酶,-0.0505,-0.0995,0.0001,0.0273,0.0547,-0.037,0.1586,0.0526,0.0042,-0.1001,0.1199,0.0584,0.3126,31.3,直接影响,强,负向中介,正向直接效应,部分中介,0.9755,是,0.0245,0.9755,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为31.3%。
99,疾病_冠状动脉粥样硬化性心脏病 → 疾病_尿毒症 → 检验_谷丙转氨酶,-0.0476,-0.0991,-0.0035,0.0258,0.0495,-0.0609,0.1459,0.0542,0.0019,-0.1043,0.1103,0.0584,-0.4774,-47.7,直接影响,强,负向中介,正向直接效应,部分中介,0.973,是,0.027,0.973,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-47.7%。
100,疾病_冠状动脉粥样硬化性心脏病 → 疾病_尿毒症 → 疾病_高血压,0.0231,-0.0012,0.0501,0.0138,0.1932,0.0832,0.2946,0.0564,0.2162,0.1063,0.326,0.0579,0.1118,11.2,直接影响,强,正向中介,正向直接效应,弱中介,0.9685,是,0.9685,0.0315,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为11.2%。
101,疾病_冠状动脉粥样硬化性心脏病 → 疾病_尿毒症 → 检验_淋巴细胞数量,-0.04,-0.0817,0.0006,0.0222,0.0742,-0.0215,0.183,0.0538,0.0343,-0.0789,0.1332,0.0573,8.1144,811.4,直接影响,强,负向中介,正向直接效应,完全中介,0.9685,是,0.0315,0.9685,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为811.4%。
102,疾病_冠状动脉粥样硬化性心脏病 → 疾病_尿毒症 → 检验_肌酐,-0.0383,-0.075,0.0044,0.0214,0.1373,0.0287,0.2427,0.0575,0.0989,-0.0153,0.2092,0.0606,-0.669,-66.9,直接影响,强,负向中介,正向直接效应,部分中介,0.971,是,0.029,0.971,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-66.9%。
103,疾病_冠状动脉粥样硬化性心脏病 → 疾病_尿毒症 → 检验_红细胞平均体积,-0.0343,-0.0702,0.0019,0.0196,-0.0938,-0.1974,0.0056,0.0543,-0.1281,-0.2313,-0.0252,0.0566,1.1356,113.6,直接影响,强,负向中介,负向直接效应,完全中介,0.9685,是,0.0315,0.9685,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为113.6%。
104,检验_C反应蛋白 → 疾病_低钾血症 → 疾病_心功能,0.0563,0.0077,0.0973,0.0236,0.1046,-0.0136,0.2089,0.0594,0.1609,0.0532,0.2627,0.0554,0.4142,41.4,直接影响,强,正向中介,正向直接效应,部分中介,0.9945,是,0.9945,0.0055,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为41.4%。
105,检验_C反应蛋白 → 疾病_低钾血症 → 检验_钾,0.0997,0.0542,0.1487,0.0256,0.0788,-0.039,0.1856,0.0607,0.1785,0.0641,0.2802,0.0584,0.6247,62.5,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为62.5%。
106,检验_C反应蛋白 → 检验_总蛋白 → 检验_钙,0.0557,0.0224,0.0911,0.0186,0.1563,0.0525,0.266,0.0563,0.212,0.1041,0.315,0.0564,0.2824,28.2,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为28.2%。
107,检验_C反应蛋白 → 检验_总蛋白 → 检验_球蛋白,0.0741,0.0352,0.1199,0.0231,-0.1434,-0.2448,-0.0327,0.0565,-0.0693,-0.1817,0.0353,0.0585,-0.5525,-55.3,直接影响,强,正向中介,负向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-55.3%。
108,检验_C反应蛋白 → 检验_总蛋白 → 检验_白蛋白,0.0872,0.0437,0.1365,0.0253,0.1497,0.0573,0.2503,0.0529,0.237,0.1344,0.3352,0.0552,0.3837,38.4,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为38.4%。
109,疾病_不稳定性心绞痛 → 疾病_反流性食管炎 → 药物_贞芪扶正,0.1196,0.0711,0.1728,0.0279,-0.1937,-0.2992,-0.0854,0.0571,-0.0741,-0.1768,0.0337,0.0579,-0.4533,-45.3,直接影响,强,正向中介,负向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-45.3%。
110,疾病_不稳定性心绞痛 → 疾病_反流性食管炎 → 疾病_恶性肿瘤维持性化学治疗,0.1126,0.0667,0.1671,0.027,-0.1299,-0.2379,-0.0273,0.0574,-0.0173,-0.124,0.0815,0.0568,6.798,679.8,直接影响,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为679.8%。
